Fossil	化石	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Fossil”。"
Specimen	标本	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Specimen”。"
Canopy	树冠	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Canopy”。"
Coral	珊瑚	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Coral”。"
Antenna	触角	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Antenna”。"
Claw	爪子	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Claw”。"
Beak	鸟喙	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Beak”。"
Tentacle	触手	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Tentacle”。"
Stem	茎	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Stem”。"
Petal	花瓣	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Petal”。"
Root	根	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Root”。"
Pollen	花粉	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Pollen”。"
Trunk	树干	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Trunk”。"
Chromosome	染色体	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Chromosome”。"
DNA	DNA	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“DNA”。"
Microbe	微生物	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Microbe”。"
Virus	病毒	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Virus”。"
Protein	蛋白质	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Protein”。"
Enzyme	酶	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Enzyme”。"
Membrane	膜	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Membrane”。"
Hemisphere	半球	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Hemisphere”。"
Equator	赤道	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Equator”。"
Latitude	纬度	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Latitude”。"
Longitude	经度	"【VR环境】1:1比例虚拟陈列室，物体悬浮于玩家胸前高度 (Y=1.2m)。
【网格/材质】精细PBR材质，高多边形模型。开启环境光遮蔽(AO)。
【交互组件】配置 OVRGrabber/XR Grab Interactable，启用碰撞体，设定抓取锚点 (Grab Point)。
【听觉/视觉】安静环境音，模型呈慢速自转Idle状态 (5 RPM)。"	"【VR动作】玩家使用VR手柄按下 Grip 键抓取，通过手腕自然扭动进行 6DoF 多角度翻看。
【触觉反馈】抓取瞬间手柄触发轻微短促震动 (Haptic Amplitude: 0.3, Duration: 0.1s)。
【视觉变化】内部/核心结构材质自动高亮发光 (Emission: +2.0)，其他部分 Alpha 降至 0.2 变透明。
【空间音效】伴随旋转动作触发 3D 空间音效 (Spatial Audio)，并由近场语音播报“Longitude”。"
